Food code,Main food description
51184100,"Bread stick, hard, low sodium"
51185000,Croutons
51186010,"Muffin, English"
51186100,"Muffin, English, with raisins"
51186130,"Muffin, English, cheese"
51186160,"Muffin, English, with fruit other than raisins"
51187000,Melba toast
51187020,Anisette toast
51188100,Pannetone (Italian-style sweet bread)
51188500,Zwieback toast
51300050,"Bread, whole grain white"
51300060,"Bread, whole grain white, toasted"
51300100,"Bagel, whole grain white"
51300110,"Bread, whole wheat"
51300120,"Bread, whole wheat, toasted"
51300140,"Bread, whole wheat, made from home recipe or purchased at bakery"
51300150,"Bread, whole wheat, made from home recipe or purchased at bakery, toasted"
51300175,"Bread, chappatti or roti (Indian bread), wheat"
51300180,"Bread, puri or poori (Indian puffed bread), wheat"
51300185,"Bread, paratha, (Indian flat bread), wheat"
51300210,"Bread, whole wheat, with raisins"
51300220,"Bread, whole wheat, with raisins, toasted"
51300300,"Bread, sprouted wheat"
51300310,"Bread, sprouted wheat, toasted"
51301010,"Bread, wheat or cracked wheat"
51301020,"Bread, wheat or cracked wheat, toasted"
51301040,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery"
51301050,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted"
51301120,"Bread, wheat or cracked wheat, with raisins"
51301130,"Bread, wheat or cracked wheat, with raisins, toasted"
51301510,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber"
51301520,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted"
51301540,"Bread, French or Vienna, whole wheat"
51301550,"Bread, French or Vienna, whole wheat, toasted"
51301600,"Bread, pita, whole wheat"
51301610,"Bread, pita, whole wheat, toasted"
51301620,"Bread, pita, wheat or cracked wheat"
51301630,"Bread, pita, wheat or cracked wheat, toasted"
51301700,"Bagel, wheat"
51301750,"Bagel, whole wheat"
51301800,"Bagel, wheat, with raisins"
51301805,"Bagel, whole wheat, with raisins"
51301820,"Bagel, wheat, with fruit and nuts"
51301900,"Bagel, wheat bran"
51302500,"Muffin, English, wheat bran"
51302520,"Muffin, English, wheat bran, with raisins"
51303010,"Muffin, English, wheat or cracked wheat"
51303030,"Muffin, English, whole wheat"
51303050,"Muffin, English, wheat or cracked wheat, with raisins"
51303070,"Muffin, English, whole wheat, with raisins"
51303100,"Muffin, English, whole grain white"
51306000,"Bread stick, hard, whole wheat"
51320010,"Roll, wheat or cracked wheat"
51320060,"Roll, wheat or cracked wheat, hot dog bun"
51320070,"Roll, wheat or cracked wheat, hamburger bun"
51320500,"Roll, whole wheat"
51320550,"Roll, whole wheat, hot dog bun"
51320560,"Roll, whole wheat, hamburger bun"
51320700,"Roll, whole grain white"
51320710,"Roll, whole grain white, hot dog bun"
51320720,"Roll, whole grain white, hamburger bun"
51401010,"Bread, rye"
51401020,"Bread, rye, toasted"
51401030,"Bread, marble rye and pumpernickel"
51401040,"Bread, marble rye and pumpernickel, toasted"
51401060,"Bread, rye, reduced calorie and/or high fiber"
51401070,"Bread, rye, reduced calorie and/or high fiber, toasted"
51401200,"Muffin, English, rye"
51404010,"Bread, pumpernickel"
51404020,"Bread, pumpernickel, toasted"
51404500,"Bagel, pumpernickel"
51404550,"Muffin, English, pumpernickel"
51407010,"Bread, black"
51407020,"Bread, black, toasted"
51420000,"Roll, rye"
51421000,"Roll, pumpernickel"
51501010,"Bread, oatmeal"
51501020,"Bread, oatmeal, toasted"
51501040,"Bread, oat bran"
51501050,"Bread, oat bran, toasted"
51501060,"Bread, oat bran, reduced calorie and/or high fiber"
51501070,"Bread, oat bran, reduced calorie and/or high fiber, toasted"
51501080,"Bagel, oat bran"
51502010,"Roll, oatmeal"
51503000,"Muffin, English, oat bran"
51503040,"Muffin, English, oat bran, with raisins"
51601010,"Bread, multigrain, toasted"
51601020,"Bread, multigrain"
51601210,"Bread, multigrain, with raisins"
51601220,"Bread, multigrain, with raisins, toasted"
51602010,"Bread, multigrain, reduced calorie and/or high fiber"
51602020,"Bread, multigrain, reduced calorie and/or high fiber, toasted"
51620000,"Roll, multigrain"
51620020,"Roll, multigrain, hot dog bun"
51620030,"Roll, multigrain, hamburger bun"
51630000,"Bagel, multigrain"
51630100,"Bagel, multigrain, with raisins"
51630200,"Muffin, English, multigrain"
51801010,"Bread, barley"
51801020,"Bread, barley, toasted"
51804010,"Bread, soy"
51804020,"Bread, soy, toasted"
51805010,"Bread, sunflower meal"
51805020,"Bread, sunflower meal, toasted"
51806010,"Bread, rice"
51806020,"Bread, rice, toasted"
51807000,Injera (American-style Ethiopian bread)
51808000,"Bread, gluten free"
51808010,"Bread, gluten free, toasted"
51808100,"Roll, gluten free"
52101000,"Biscuit, baking powder or buttermilk type, NS as to made from mix, refrigerated dough, or home recipe"
52101030,"Biscuit dough, fried"
52101040,Crumpet
52101050,"Crumpet, toasted"
52101100,"Biscuit, baking powder or buttermilk type, made from mix"
52101150,"Biscuit, baking powder or buttermilk type, made from refrigerated dough, lowfat"
52102040,"Biscuit, baking powder or buttermilk type, made from refrigerated dough"
52103000,"Biscuit, baking powder or buttermilk type, commercially baked"
52104010,"Biscuit, baking powder or buttermilk type, made from home recipe"
52104040,"Biscuit, whole wheat"
52104100,"Biscuit, cheese"
52104200,"Biscuit, cinnamon-raisin"
52105100,Scone
52105200,"Scone, with fruit"
52201000,"Cornbread, prepared from mix"
52202060,"Cornbread, made from home recipe"
52204000,Cornbread stuffing
52206010,"Cornbread muffin, stick, round"
52206060,"Cornbread muffin, stick, round, made from home recipe"
52207010,"Corn flour patty or tart, fried"
52208010,"Corn pone, baked"
52208020,"Corn pone, fried"
52208760,"Gordita/sope shell, plain, no filling"
52209010,Hush puppy
52211010,Johnnycake
52213010,Spoonbread
52215000,"Tortilla, NFS"
52215100,"Tortilla, corn"
52215200,"Tortilla, flour (wheat)"
52215260,"Tortilla, whole wheat"
52215300,"Taco shell, corn"
52215350,"Taco shell, flour"
52220110,"Cornmeal bread, Dominican style (Arepa Dominicana)"
52301000,"Muffin, NFS"
52302010,"Muffin, fruit"
52302020,"Muffin, fruit, low fat"
52302500,"Muffin, chocolate chip"
52302600,"Muffin, chocolate"
52303010,"Muffin, whole wheat"
52303500,"Muffin, wheat"
52304000,"Muffin, whole grain"
52304010,"Muffin, wheat bran"
52304040,"Muffin, bran with fruit, lowfat"
52304100,"Muffin, oatmeal"
52304150,"Muffin, oat bran"
52306010,"Muffin, plain"
52306300,"Muffin, cheese"
52306500,"Muffin, pumpkin"
52306550,"Muffin, zucchini"
52306700,"Muffin, carrot"
52311010,Popover
52401000,"Bread, Boston Brown"
52403000,"Bread, nut"
52404060,"Bread, pumpkin"
52405010,"Bread, fruit"
52407000,"Bread, zucchini"
52408000,"Bread, Irish soda"
53100050,"Cake batter, raw, chocolate"
53100070,"Cake batter, raw, not chocolate"
53100100,"Cake or cupcake, NS as to type"
53101100,"Cake, angel food, without icing or filling"
53101200,"Cake, angel food, with icing or filling"
53101250,"Cake, angel food, with fruit and icing or filling"
53102100,"Cake or cupcake, applesauce, without icing or filling"
53102200,"Cake or cupcake, applesauce, with icing or filling"
53102600,"Cake or cupcake, banana, without icing or filling"
53102700,"Cake or cupcake, banana, with icing or filling"
53102800,"Cake or cupcake, black forest (chocolate-cherry)"
53103000,"Cake, Boston cream pie"
53104100,"Cake or cupcake, carrot, without icing or filling"
53104260,"Cake or cupcake, carrot, with icing or filling"
53104300,"Cake, carrot, diet"
53104400,"Cake or cupcake, coconut, with icing or filling"
53104500,Cheesecake
53104550,Cheesecake with fruit
53104600,"Cheesecake, chocolate"
53105270,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling"
53105275,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling"
53105300,"Cake or cupcake, German chocolate, with icing or filling"
53105500,"Cake, chocolate, with icing, diet"
53106500,"Cake, cream, without icing or topping"
53108200,"Snack cake, chocolate, with icing or filling"
53108220,"Snack cake, chocolate, with icing or filling, reduced fat and calories"
53109200,"Snack cake, not chocolate, with icing or filling"
53109220,"Snack cake, not chocolate, with icing or filling, reduced fat and calories"
53109300,"Cake, Dobos Torte (non-chocolate layer cake with chocolate filling and icing)"
53110000,"Cake, fruit cake, light or dark, holiday type cake"
53111000,"Cake or cupcake, gingerbread"
53112000,"Cake, ice cream and cake roll, chocolate"
53112100,"Cake, ice cream and cake roll, not chocolate"
53113000,"Cake, jelly roll"
53114000,"Cake or cupcake, lemon, without icing or filling"
53114100,"Cake or cupcake, lemon, with icing or filling"
53115100,"Cake or cupcake, marble, without icing or filling"
53115200,"Cake or cupcake, marble, with icing or filling"
53115310,"Cake or cupcake, nut, without icing or filling"
53115320,"Cake or cupcake, nut, with icing or filling"
53115410,"Cake or cupcake, oatmeal"
53115450,"Cake or cupcake, peanut butter"
53116000,"Cake, pound, without icing or filling"
53116020,"Cake, pound, with icing or filling"
53116270,"Cake, pound, chocolate"
53116350,"Cake, pound, Puerto Rican style (Ponque)"
53116390,"Cake, pound, reduced fat, cholesterol free"
53116500,"Cake or cupcake, pumpkin, without icing or filling"
53116510,"Cake or cupcake, pumpkin, with icing or filling"
53116550,"Cake or cupcake, raisin-nut"
53116570,"Cake, Ravani (made with farina)"
53116600,"Cake, rice flour, without icing or filling"
53116650,"Cake, Quezadilla, El Salvadorian style"
53117100,"Cake or cupcake, spice, without icing or filling"
53117200,"Cake or cupcake, spice, with icing or filling"
53118100,"Cake, sponge, without icing or filling"
53118200,"Cake, sponge, with icing or filling"
53118300,"Cake, sponge, chocolate"
53118410,"Rum cake, without icing (Sopa Borracha)"
53118500,"Cake, torte"
53118550,"Cake, tres leche"
53119000,"Cake, upside down (all fruits)"
53120270,"Cake or cupcake, white, with icing or filling"
53120275,"Cake or cupcake, white, without icing or filling"
53121270,"Cake or cupcake, yellow, with icing or filling"
53121275,"Cake or cupcake, yellow, without icing or filling"
53122070,"Cake, shortcake, biscuit type, with whipped cream and fruit"
53122080,"Cake, shortcake, biscuit type, with fruit"
53123070,"Cake, shortcake, sponge type, with whipped cream and fruit"
53123080,"Cake, shortcake, sponge type, with fruit"
53123500,"Cake, shortcake, with whipped topping and fruit, diet"
53124110,"Cake or cupcake, zucchini"
53200100,"Cookie, batter or dough, raw"
53201000,"Cookie, NFS"
53202000,"Cookie, almond"
53203000,"Cookie, applesauce"
53203500,"Cookie, biscotti (Italian sugar cookie)"
53204000,"Cookie, brownie, NS as to icing"
53204010,"Cookie, brownie, without icing"
53204100,"Cookie, brownie, with icing or filling"
53204840,"Cookie, brownie, reduced fat, NS as to icing"
53204860,"Cookie, brownie, fat free, NS as to icing"
53205250,"Cookie, butterscotch, brownie"
53205260,"Cookie, bar, with chocolate"
53206000,"Cookie, chocolate chip"
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery"
53206030,"Cookie, chocolate chip, reduced fat"
53206100,"Cookie, chocolate chip sandwich"
53206500,"Cookie, chocolate, made with rice cereal"
53206550,"Cookie, chocolate, made with oatmeal and coconut (no-bake)"
53207000,"Cookie, chocolate or fudge"
53207020,"Cookie, chocolate or fudge, reduced fat"
53207050,"Cookie, chocolate, with chocolate filling or coating, fat free"
53208000,"Cookie, marshmallow, chocolate-covered"
53208200,"Cookie, marshmallow pie, chocolate covered"
53209005,"Cookie, chocolate, with icing or coating"
53209010,"Cookie, sugar wafer, chocolate-covered"
53209015,"Cookie, chocolate sandwich"
53209020,"Cookie, chocolate sandwich, reduced fat"
53209100,"Cookie, chocolate, sandwich, with extra filling"
53209500,"Cookie, chocolate and vanilla sandwich"
53210000,"Cookie, chocolate wafer"
53210900,"Cookie, graham cracker with chocolate and marshmallow"
53211000,"Cookie bar, with chocolate, nuts, and graham crackers"
53215500,"Cookie, coconut"
53220000,"Cookie, fruit-filled bar"
53220010,"Cookie, fruit-filled bar, fat free"
53220030,"Cookie, fig bar"
53220040,"Cookie, fig bar, fat free"
53222010,"Cookie, fortune"
53222020,"Cookie, cone shell, ice cream type, wafer or cake"
53223000,"Cookie, gingersnaps"
53223100,"Cookie, granola"
53224000,"Cookie, ladyfinger"
53224250,"Cookie, lemon bar"
53225000,"Cookie, macaroon"
53226000,"Cookie, marshmallow, with coconut"
53226500,"Cookie, marshmallow, with rice cereal (no-bake)"
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips"
53226600,"Cookie, marshmallow and peanut butter, with oat cereal (no-bake)"
53228000,"Cookie, meringue"
53230000,"Cookie, molasses"
53231000,"Cookie, Lebkuchen"
53231400,"Cookie, multigrain, high fiber"
53233000,"Cookie, oatmeal"
53233010,"Cookie, oatmeal, with raisins"
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins"
53233050,"Cookie, oatmeal sandwich, with creme filling"
53233060,"Cookie, oatmeal, with chocolate chips"
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling"
53233100,"Cookie, oatmeal, with chocolate and peanut butter (no-bake)"
53234000,"Cookie, peanut butter"
53234100,"Cookie, peanut butter, with chocolate"
53234250,"Cookie, peanut butter with rice cereal (no-bake)"
53235000,"Cookie, peanut butter sandwich"
53235500,"Cookie, with peanut butter filling, chocolate-coated"
53235600,"Cookie, Pfeffernusse"
53236000,"Cookie, pizzelle (Italian style wafer)"
53236100,"Cookie, pumpkin"
53237000,"Cookie, raisin"
53237010,"Cookie, raisin sandwich, cream-filled"
53237500,"Cookie, rum ball (no-bake)"
53238000,"Cookie, sandwich-type, not chocolate or vanilla"
53239000,"Cookie, shortbread"
53239010,"Cookie, shortbread, reduced fat"
53239050,"Cookie, shortbread, with icing or filling"
53239100,Pocky (Japanese snack)
53240000,"Cookie, animal"
53240010,"Cookie, animal, with frosting or icing"
53241500,"Cookie, butter or sugar"
53241510,Marie biscuit
53241600,"Cookie, butter or sugar, with fruit and/or nuts"
53242000,"Cookie, sugar wafer"
53242500,"Cookie, toffee bar"
53243000,"Cookie, vanilla sandwich"
53243010,"Cookie, vanilla sandwich, extra filling"
53243050,"Cookie, vanilla sandwich, reduced fat"
53244010,"Cookie, butter or sugar, with chocolate icing or filling"
53244020,"Cookie, butter or sugar, with icing or filling other than chocolate"
53246000,"Cookie, tea, Japanese"
53247000,"Cookie, vanilla wafer"
53247050,"Cookie, vanilla wafer, reduced fat"
53247500,"Cookie, vanilla with caramel, coconut, and chocolate coating"
53251100,"Cookie, rugelach"
53260030,"Cookie, chocolate chip, sugar free"
53260200,"Cookie, oatmeal, sugar free"
53260300,"Cookie, sandwich, sugar free"
53260400,"Cookie, sugar or plain, sugar free"
53260500,"Cookie, sugar wafer, sugar free"
53260600,"Cookie, peanut butter, sugar free"
53261000,"Cookie, gluten free"
53270100,"Cookies, Puerto Rican (Mantecaditos polvorones)"
53300100,"Pie, NFS"
53300170,"Pie, individual size or tart, NFS"
53300180,"Pie, fried, NFS"
53301000,"Pie, apple, two crust"
53301070,"Pie, apple, individual size or tart"
53301080,"Pie, apple, fried pie"
53301500,"Pie, apple, one crust"
53301750,"Pie, apple, diet"
53302000,"Pie, apricot, two crust"
53302070,"Pie, apricot, individual size or tart"
53302080,"Pie, apricot, fried pie"
53303000,"Pie, blackberry, two crust"
53303070,"Pie, blackberry, individual size or tart"
53303500,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust"
53303510,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust"
53303570,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart"
53304000,"Pie, blueberry, two crust"
53304050,"Pie, blueberry, one crust"
53304070,"Pie, blueberry, individual size or tart"
53305000,"Pie, cherry, two crust"
53305010,"Pie, cherry, one crust"
53305070,"Pie, cherry, individual size or tart"
53305080,"Pie, cherry, fried pie"
53305700,"Pie, lemon (not cream or meringue)"
53305720,"Pie, lemon (not cream or meringue), individual size or tart"
53305750,"Pie, lemon, fried pie"
53306000,"Pie, mince, two crust"
53306070,"Pie, mince, individual size or tart"
53307000,"Pie, peach, two crust"
53307050,"Pie, peach, one crust"
53307070,"Pie, peach, individual size or tart"
53307080,"Pie, peach, fried pie"
53307500,"Pie, pear, two crust"
53307570,"Pie, pear, individual size or tart"
53308000,"Pie, pineapple, two crust"
53308070,"Pie, pineapple, individual size or tart"
53308300,"Pie, plum, two crust"
53308500,"Pie, prune, one crust"
53309000,"Pie, raisin, two crust"
53309070,"Pie, raisin, individual size or tart"
53310000,"Pie, raspberry, one crust"
53310050,"Pie, raspberry, two crust"
53311000,"Pie, rhubarb, two crust"
53311050,"Pie, rhubarb, one crust"
53311070,"Pie, rhubarb, individual size or tart"
53312000,"Pie, strawberry, one crust"
53313000,"Pie, strawberry-rhubarb, two crust"
53314000,"Pie, strawberry, individual size or tart"
53340000,"Pie, apple-sour cream"
53340500,"Pie, cherry, made with cream cheese and sour cream"
53341000,"Pie, banana cream"
53341070,"Pie, banana cream, individual size or tart"
53341500,"Pie, buttermilk"
53341750,"Pie, chess"
53342000,"Pie, chocolate cream"
53342070,"Pie, chocolate cream, individual size or tart"
53343000,"Pie, coconut cream"
53343070,"Pie, coconut cream, individual size or tart"
53344000,"Pie, custard"
53344070,"Pie, custard, individual size or tart"
53344200,Mixed fruit tart filled with custard or cream cheese
53344300,Dessert pizza
53345000,"Pie, lemon cream"
53345070,"Pie, lemon cream, individual size or tart"
53346000,"Pie, peanut butter cream"
53346500,"Pie, pineapple cream"
53347000,"Pie, pumpkin"
53347070,"Pie, pumpkin, individual size or tart"
53347100,"Pie, raspberry cream"
53347500,"Pie, sour cream, raisin"
53347600,"Pie, squash"
53348000,"Pie, strawberry cream"
53348070,"Pie, strawberry cream, individual size or tart"
53360000,"Pie, sweet potato"
53365000,"Pie, vanilla cream"
53366000,"Pie, yogurt, frozen"
53370000,"Pie, chiffon, not chocolate"
53371000,"Pie, chiffon, chocolate"
53373000,"Pie, black bottom"
53381000,"Pie, lemon meringue"
53381070,"Pie, lemon meringue, individual size or tart"
53382000,"Pie, chocolate-marshmallow"
53385000,"Pie, pecan"
53385070,"Pie, pecan, individual size or tart"
53385500,"Pie, oatmeal"
53386000,"Pie, pudding, flavors other than chocolate"
53386050,"Pie, pudding, flavors other than chocolate, individual size or tart"
53386250,"Pie, pudding, chocolate, with chocolate coating, individual size"
53386500,"Pie, pudding, flavors other than chocolate, with chocolate coating, individual size"
53387000,"Pie, Toll house chocolate chip"
53390000,"Pie, shoo-fly"
53390100,"Pie, tofu with fruit"
53391000,Pie shell
53391100,"Pie shell, graham cracker"
53391150,"Pie shell, chocolate wafer"
53391200,Vanilla wafer dessert base
53400200,"Blintz, cheese-filled"
53400300,"Blintz, fruit-filled"
53410100,"Cobbler, apple"
53410200,"Cobbler, apricot"
53410300,"Cobbler, berry"
53410500,"Cobbler, cherry"
53410800,"Cobbler, peach"
53410850,"Cobbler, pear"
53410860,"Cobbler, pineapple"
53410880,"Cobbler, plum"
53410900,"Cobbler, rhubarb"
53415100,"Crisp, apple, apple dessert"
53415120,"Fritter, apple"
53415200,"Fritter, banana"
53415220,"Fritter, berry"
53415300,"Crisp, blueberry"
53415400,"Crisp, cherry"
53415500,"Crisp, peach"
53415600,"Crisp, rhubarb"
53420000,"Cream puff, eclair, custard or cream filled, NS as to icing"
53420100,"Cream puff, eclair, custard or cream filled, not iced"
53420200,"Cream puff, eclair, custard or cream filled, iced"
53420210,"Cream puff, eclair, custard or cream filled, iced, reduced fat"
53420250,"Cream puff, no filling or icing"
53420300,"Air filled fritter or fried puff, without syrup, Puerto Rican style (Bunuelos de viento)"
53420310,"Wheat flour fritter, without syrup"
53420400,"Sopaipilla, without syrup or honey"
53420410,Sopaipilla with syrup or honey
53430000,"Crepe, dessert type, NS as to filling"
53430100,"Crepe, dessert type, chocolate-filled"
53430200,"Crepe, dessert type, fruit-filled"
53430250,Crepe suzette
53430300,"Crepe, dessert type, ice cream-filled"
53430700,"Tamale, sweet"
53430750,"Tamale, sweet, with fruit"
53440000,"Strudel, apple"
53440300,"Strudel, berry"
53440500,"Strudel, cherry"
53440600,"Strudel, cheese"
53440700,"Strudel, peach"
53440750,"Strudel, pineapple"
53440800,"Strudel, cheese and fruit"
53441110,Baklava
53441210,Basbousa (semolina dessert dish)
53450000,"Turnover or dumpling, apple"
53450300,"Turnover or dumpling, berry"
53450500,"Turnover or dumpling, cherry"
53450800,"Turnover or dumpling, lemon"
53451000,"Turnover or dumpling, peach"
53451500,"Turnover, guava"
53451750,"Turnover, pumpkin"
53452100,"Pastry, fruit-filled"
53452120,"Pastry, Asian, made with bean or lotus seed paste filling (baked)"
53452130,"Pastry, Asian, made with bean paste and salted egg yolk filling (baked)"
53452150,"Pastry, Chinese, made with rice flour"
53452170,"Pastry, cookie type, fried"
53452200,"Pastry, Italian, with cheese"
53452400,"Pastry, puff"
53452420,"Pastry, puff, custard or cream filled, iced or not iced"
53452450,Cheese pastry puffs
53452500,"Pastry, mainly flour and water, fried"
53453150,"Empanada, Mexican turnover, fruit-filled"
53453170,"Empanada,  Mexican turnover, pumpkin"
53500100,"Breakfast pastry, NFS"
53510000,"Danish pastry, plain or spice"
53510100,"Danish pastry, with fruit"
53511000,"Danish pastry, with cheese"
53520000,"Doughnut, NS as to cake or yeast"
53520110,"Doughnut, cake type"
53520120,"Doughnut, chocolate, cake type"
53520140,"Doughnut, cake type, chocolate covered"
53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts"
53520160,"Doughnut, chocolate, cake type, with chocolate icing"
53520200,Churros
53520500,"Doughnut, Asian"
53520600,"Cruller, NFS"
53520700,French cruller
53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing"
53521110,"Doughnut, raised or yeast"
53521120,"Doughnut, chocolate, raised or yeast"
53521130,"Doughnut, raised or yeast, chocolate covered"
53521140,"Doughnut, jelly"
53521210,"Doughnut, custard-filled"
53521220,"Doughnut, chocolate cream-filled"
53521230,"Doughnut, custard-filled, with icing"
53530000,Breakfast tart
53530010,"Breakfast tart, lowfat"
53610100,"Coffee cake, crumb or quick-bread type"
53610170,"Coffee cake, crumb or quick-bread type, with fruit"
53610200,"Coffee cake, crumb or quick-bread type, cheese-filled"
53710400,Fiber One Chewy Bar
53710500,Kellogg's Nutri-Grain Cereal Bar
53710502,Kellogg's Nutri-Grain Yogurt Bar
53710504,Kellogg's Nutri-Grain Fruit and Nut Bar
53710600,Milk 'n Cereal bar
53710700,Kellogg's Special K bar
53710800,Kashi GOLEAN Chewy Bars
53710802,Kashi TLC Chewy Granola Bar
53710804,Kashi GOLEAN Crunchy Bars
53710806,Kashi TLC Crunchy Granola Bar
53710900,Nature Valley Chewy Trail Mix Granola Bar
53710902,Nature Valley Chewy Granola Bar with Yogurt Coating
53710904,Nature Valley Sweet and Salty Granola Bar
53710906,Nature Valley Crunchy Granola Bar
53711000,Quaker Chewy Granola Bar
53711002,Quaker Chewy 90 Calorie Granola Bar
53711004,Quaker Chewy 25% Less Sugar Granola Bar
53711006,Quaker Chewy Dipps Granola Bar
53711100,Quaker Granola Bites
53712000,"Snack bar, oatmeal"
53712100,"Granola bar, NFS"
53712200,"Granola bar, lowfat, NFS"
53712210,"Granola bar, nonfat"
53713000,"Granola bar, reduced sugar, NFS"
53713100,"Granola bar, peanuts , oats, sugar, wheat germ"
53714200,"Granola bar, chocolate-coated, NFS"
53714210,"Granola bar, with coconut, chocolate-coated"
53714220,"Granola bar with nuts, chocolate-coated"
53714230,"Granola bar, oats, nuts, coated with non-chocolate coating"
53714250,"Granola bar, coated with non-chocolate coating"
53714300,"Granola bar, high fiber, coated with non-chocolate yogurt coating"
53714400,"Granola bar, with rice cereal"
53714500,"Breakfast bar, NFS"
53714510,"Breakfast bar, date, with yogurt coating"
53714520,"Breakfast bar, cereal crust with fruit filling, lowfat"
53720100,Balance Original Bar
53720200,Clif Bar
53720210,Clif Kids Organic Zbar
53720300,PowerBar
53720400,Slim Fast Original Meal Bar
53720500,Snickers Marathon Protein bar
53720600,South Beach Living Meal Bar
53720610,South Beach Living High Protein Bar
53720700,Tiger's Milk bar
53720800,Zone Perfect Classic Crunch nutrition bar
53729000,"Nutrition bar or meal replacement bar, NFS"
53801000,"Cereal bar with fruit filling, baby food"
53803050,"Cookie, fruit, baby food"
53803100,"Cookie, baby food"
53803250,"Cookie, teething, baby"
53803300,"Cookie, rice, baby"
54001000,"Crackers, NS as to sweet or nonsweet"
54102010,"Crackers, graham"
54102020,"Crackers, graham, chocolate covered"
54102050,"Crackers, oatmeal"
54102060,"Crackers, Cuban"
54102070,"Crackers, Cuca"
54102080,"Crackers, graham, with raisins"
54102100,"Crackers, graham, lowfat"
54102110,"Crackers, graham, fat free"
54102200,"Crackers, graham, sandwich-type, with filling"
54201010,"Crackers, matzo, low sodium"
54202010,"Crackers, saltine, low sodium"
54203010,"Crackers, toast thins (rye, wheat, white flour), low sodium"
54204010,"Cracker, 100% whole wheat, low sodium"
54205010,"Cracker, snack, low sodium"
54205100,"Cracker, snack, reduced fat, reduced sodium"
54206010,Puffed rice cake without salt
54210010,"Cracker, multigrain, low sodium"
54301000,"Cracker, snack"
54301100,"Cracker, snack, reduced fat"
54301200,"Cracker, snack, fat free"
54304000,"Cracker, cheese"
54304100,"Cracker, cheese, reduced fat"
54304150,"Cracker, cheese, whole grain"
54304500,"Cracker, high fiber, no added fat"
54305000,"Crispbread, wheat, no added fat"
54307000,"Crackers, matzo"
54308000,"Crackers, milk"
54309000,"Crackers, oat"
54313000,"Crackers, oyster"
54318000,"Chips, brown rice"
54318500,"Rice cake, cracker-type"
54319000,"Crackers, rice"
54319010,Puffed rice cake
54319020,Popcorn cake
54319200,Puffed wheat cake
54319500,Rice paper
54322000,"Crispbread, rye, no added fat"
54325000,"Crackers, saltine"
54325010,"Crackers, saltine, fat free"
54325050,"Crackers, saltine, whole wheat"
54326000,"Crackers, multigrain, made with whole wheat, wheat, oat, and other flours"
54327950,"Crackers, cylindrical, peanut-butter filled"
54328000,"Crackers, sandwich-type, NFS"
54328100,"Cracker, sandwich-type, peanut butter filled"
54328110,"Cracker, sandwich-type, peanut butter filled, reduced fat"
54328120,"Cracker, sandwich-type, peanut butter filled, whole grain"
54328200,"Cracker, sandwich-type, cheese-filled"
54334000,"Crackers, toast thins (rye, pumpernickel, white flour)"
54336000,"Crackers, water biscuits"
54337000,"Cracker, 100% whole wheat"
54337050,"Cracker, 100% whole wheat, reduced fat"
54338000,"Crackers, wheat"
54338100,"Crackers, wheat, reduced fat"
54339000,"Crackers, corn"
54340100,"Cracker, gluten free"
54350000,"Crackers, baby food"
54350010,"Gerber Finger Foods, Puffs, baby food"
54350020,"Finger Foods, Puffs, baby food"
54360000,"Crunchy snacks, corn based, baby food"
54401010,"Salty snacks, corn or cornmeal base, nuts or nuggets, toasted"
54401020,"Salty snacks, corn or cornmeal base, corn chips, corn-cheese chips"
54401050,"Salty snacks, corn or cornmeal base, corn puffs and twists; corn-cheese puffs and twists"
54401080,"Salty snacks, corn or cornmeal base, tortilla chips"
54401090,"Salty snacks, corn or cornmeal base, corn chips, corn-cheese chips, unsalted"
54401100,"Salty snacks, corn or cornmeal base, tortilla chips, light (baked with less oil)"
54401120,"Salty snacks, corn or cornmeal base, tortilla chips, fat free, made with Olean"
54401150,"Salty snacks, corn or cornmeal base, tortilla chips, lowfat, baked without fat"
54401170,"Salty snacks, corn or cornmeal base, tortilla chips, lowfat, baked without fat, unsalted"
54401200,"Salty snacks, corn or cornmeal base, with oat bran, tortilla chips"
54401210,"Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat"
54402080,"Salty snacks, corn or cornmeal base, tortilla chips, unsalted"
54402200,"Salty snack mixture, mostly corn or cornmeal based, with pretzels, without nuts"
54402300,"Salty snacks, wheat-based, high fiber"
54402500,"Salty snacks, wheat- and corn-based chips"
